date,tmax,tmin,tmean,rh_mean,wind_speed_max,pressure_mean,solar_radiation_sum,cloud_cover_mean,tdb,rh,wind_speed,solar_radiation_wm2,cloud_fraction,wet_bulb_temperature,globe_temperature,tmrt,utci,wbgt
2016-08-16,30.9,23.1,26.7,74,21.3,952.2,20.27,40,26.7,74.0,5.916666666666667,234.60648148148147,0.4,23.10250493226827,30.99813401187447,55.576145570190704,30.215265334682368,25.041380254962682
2016-08-17,29.7,22.5,26.3,76,16.7,952.6,13.52,93,26.3,76.0,4.638888888888888,156.48148148148147,0.93,23.010713610116714,28.47134966378482,40.180484242916634,27.380225211983305,24.431769459838662
2016-08-18,27.1,24.2,25.5,82,16.8,953.3,6.4,99,25.5,82.0,4.666666666666667,74.07407407407408,0.99,23.086849488339208,26.467432950191572,31.974323423724968,24.896003129378272,24.004281231875762
2016-08-19,30.2,23.9,26.4,85,13.0,952.8,14.43,99,26.4,85.0,3.611111111111111,167.01388888888889,0.99,24.376616560436773,28.848639112903225,40.189540846713214,29.353335201227388,25.473359414886385
2016-08-20,28.8,24.9,26.6,82,20.9,951.9,11.3,97,26.6,82.0,5.805555555555555,130.78703703703704,0.97,24.148665699966468,28.15834940017138,37.8965576933868,26.743378323377314,25.195735870010804
2016-08-21,26.3,23.4,24.9,83,18.6,952.3,7.38,97,24.9,83.0,5.166666666666667,85.41666666666666,0.97,22.644414466252805,25.98171106557377,32.52453582546531,23.878785503797797,23.537432339491716
2016-08-22,28.5,24.0,25.8,85,14.5,954.2,10.7,91,25.8,85.0,4.027777777777778,123.84259259259258,0.91,23.792872074640186,27.669070512820515,37.107544329267625,27.422097203429267,24.768824554812234
2016-08-23,30.5,23.8,26.4,85,17.3,955.0,17.22,55,26.4,85.0,4.805555555555555,199.30555555555554,0.55,24.376616560436773,30.084047450424926,49.33489932183312,30.125347498882938,25.720441082390725
2016-08-24,28.4,23.8,25.7,87,16.5,953.8,9.37,91,25.7,87.0,4.583333333333333,108.44907407407406,0.91,23.971589852731327,27.241862922705312,35.73097474502748,26.523953503180888,24.79848548145299
2016-08-25,29.2,24.1,26.2,80,15.6,956.5,15.61,78,26.2,80.0,4.333333333333333,180.67129629629628,0.78,23.481551896184165,29.152039930555553,44.09278209900464,28.796269005855642,24.887494313440026
2016-08-26,31.0,22.7,27.0,80,9.8,957.6,20.47,40,27.0,80.0,2.7222222222222223,236.92129629629628,0.4,24.24958325050458,33.136091127098325,55.00302344674583,34.237316580035454,26.30192650077287
2016-08-27,30.8,23.9,26.6,85,13.7,958.2,16.56,70,26.6,85.0,3.8055555555555554,191.66666666666663,0.7,24.57119793956796,30.137066246056783,46.43135345347082,30.792570317628137,25.887251806908928
2016-08-28,29.7,24.0,25.8,90,13.8,958.2,9.96,85,25.8,90.0,3.8333333333333335,115.27777777777779,0.85,24.48267917408527,27.675982704402518,36.88222266932257,28.034483213724123,25.253071962740187
2016-08-29,29.5,23.8,25.9,89,9.8,956.3,10.13,99,25.9,89.0,2.7222222222222223,117.24537037037037,0.99,24.443350731602298,27.81683528177458,35.523660247584814,29.202715649751553,25.263712568476524
2016-08-30,29.5,24.0,26.4,87,10.3,954.9,13.76,78,26.4,87.0,2.861111111111111,159.25925925925924,0.78,24.656069854189994,29.48951707891637,41.79709915700113,30.890625897943437,25.79715231371627
2016-08-31,30.3,23.7,26.5,86,13.6,955.1,13.82,82,26.5,86.0,3.7777777777777777,159.9537037037037,0.82,24.61399483200513,29.187829641350213,41.853059515392886,29.73869666323982,25.71736231067363
2016-09-01,29.4,23.7,25.9,88,14.8,955.3,12.47,84,25.9,88.0,4.111111111111112,144.3287037037037,0.84,24.305347097339506,28.19693851626016,39.75686130812397,28.317987211299922,25.243130671389686
2016-09-02,30.6,23.3,26.7,81,20.0,955.2,19.0,42,26.7,81.0,5.555555555555555,219.9074074074074,0.42,24.103535256806623,30.81458333333333,53.6978429858832,30.515973593133715,25.705391346431306
2016-09-03,30.0,22.7,26.2,75,19.8,955.2,20.71,11,26.2,75.0,5.5,239.69907407407408,0.11,22.77348945226576,31.593229166666667,60.356648239166475,31.124885455670668,24.880088449919366
2016-09-04,30.2,22.0,25.8,73,18.7,957.1,22.11,7,25.8,73.0,5.194444444444444,255.90277777777777,0.07,22.11148424067438,31.855900885558583,62.6796963194833,31.400438492567975,24.42921914558378
2016-09-05,28.9,22.0,25.3,74,21.7,957.7,17.62,31,25.3,74.0,6.027777777777778,203.9351851851852,0.31,21.7817085502552,29.206617338371117,52.34639264734341,27.812877107558542,23.618519452852865
2016-09-06,28.9,22.8,25.6,74,22.0,958.3,17.65,27,25.6,74.0,6.111111111111111,204.2824074074074,0.27,22.06473667767596,29.575846354166668,53.18302091203083,28.290323601868295,23.920484945206503
2016-09-07,29.4,22.3,25.7,73,16.5,957.9,19.47,16,25.7,73.0,4.583333333333333,225.3472222222222,0.16,22.017432121655677,31.108333333333334,57.39513558778464,30.677247258725085,24.203869151825643
2016-09-08,30.0,22.2,26.0,72,13.2,958.8,18.91,22,26.0,72.0,3.6666666666666665,218.86574074074073,0.22,22.156656047614486,31.61895699786325,55.65333549667241,31.610988184339345,24.43345063290279
2016-09-09,30.4,22.7,26.4,72,14.1,959.7,21.25,6,26.4,72.0,3.9166666666666665,245.94907407407405,0.06,22.531685447391485,33.08889537902388,61.79151800262332,33.12562030403316,25.029958888978815
2016-09-10,30.8,22.6,26.5,70,15.5,959.0,20.76,26,26.5,70.0,4.305555555555555,240.27777777777777,0.26,22.33524740405102,32.1160447761194,58.18617930022191,31.793142581732194,24.707882138059595
2016-09-11,30.5,22.5,26.2,70,14.1,958.1,19.54,20,26.2,70.0,3.9166666666666665,226.1574074074074,0.2,22.05578203692977,31.90677570093458,57.09232451185352,31.706148289756488,24.440402566037754
2016-09-12,30.7,21.8,26.2,70,13.9,958.2,21.05,9,26.2,70.0,3.861111111111111,243.63425925925927,0.09,22.05578203692977,32.7643776123302,60.85927895424811,32.6716879816045,24.611922948316877
2016-09-13,31.7,23.2,27.1,69,11.0,959.6,20.72,24,27.1,69.0,3.0555555555555554,239.81481481481478,0.24,22.746499062207175,33.64942528735632,58.22091435665027,33.88651962851558,25.362434401016287
2016-09-14,32.1,22.8,27.3,72,10.4,959.7,20.15,14,27.3,72.0,2.888888888888889,233.21759259259255,0.14,23.375500375298156,34.17334947183099,58.958905136036435,34.66354939739071,25.927520157074905
2016-09-15,32.2,22.8,27.4,77,9.4,958.4,20.73,8,27.4,77.0,2.611111111111111,239.93055555555554,0.08,24.20002956797565,34.965693430656934,60.37616248565001,35.81325365579623,26.673159383714342
2016-09-16,32.7,23.0,28.5,68,10.4,957.6,20.72,7,28.5,68.0,2.888888888888889,239.81481481481478,0.07,23.893760340091756,35.8337734741784,61.733870835354026,36.18446414994488,26.74238693289991
2016-09-17,33.5,22.6,28.2,65,7.3,956.4,21.58,3,28.2,65.0,2.0277777777777777,249.76851851851848,0.03,23.157333399111423,36.95177042160738,61.81086675963479,36.84215117193069,26.420487463699473
2016-09-18,32.5,23.0,28.0,67,7.9,957.3,20.82,8,28.0,67.0,2.1944444444444446,240.9722222222222,0.08,23.279438046588027,36.03861003861004,60.2584054894121,36.212382353808984,26.30332864033363
2016-09-19,33.1,23.0,28.1,68,8.9,957.0,19.65,16,28.1,68.0,2.4722222222222223,227.43055555555551,0.16,23.523621795488314,35.100464684014874,58.09063997595672,35.494631494498826,26.296628193644793
2016-09-20,33.7,24.2,28.6,66,12.3,956.2,20.9,18,28.6,66.0,3.416666666666667,241.89814814814812,0.18,23.678524689661266,35.13843509350935,60.86310404159673,35.28080013957858,26.462654301464752
2016-09-21,34.0,23.6,28.5,67,12.8,957.6,20.04,10,28.5,67.0,3.555555555555556,231.94444444444443,0.1,23.740526252874986,34.938717532467535,60.902617328863585,35.08928429632451,26.456111883506
2016-09-22,32.8,23.6,28.0,74,11.2,959.5,20.92,10,28.0,74.0,3.1111111111111107,242.12962962962965,0.1,24.328955274900295,35.08975456621005,61.39726466412759,35.745235628041335,26.848219605672217
2016-09-23,32.3,23.4,27.6,77,8.2,957.6,20.66,9,27.6,77.0,2.2777777777777777,239.12037037037035,0.09,24.390409609073856,35.444425890585244,59.73936426720735,36.308166546860136,26.922171904468748
2016-09-24,32.2,23.7,27.6,73,7.9,956.3,20.04,16,27.6,73.0,2.1944444444444446,231.94444444444443,0.16,23.804418897503357,35.015057915057916,57.73387858052945,35.65655992402893,26.426104811263937
2016-09-25,31.7,23.5,27.4,73,8.7,957.1,18.52,9,27.4,73.0,2.4166666666666665,214.35185185185185,0.09,23.61631536735258,34.30020287141073,56.86849544539342,34.970653317212,26.13146133142895
2016-09-26,32.8,23.5,27.9,67,8.0,958.5,19.38,8,27.9,67.0,2.2222222222222223,224.30555555555554,0.08,23.187220335658015,35.35384615384615,58.2698619269413,35.612412302132256,26.09182346572984
2016-09-27,34.4,23.1,28.6,62,9.4,958.9,20.45,10,28.6,62.0,2.611111111111111,236.68981481481478,0.1,23.054390848921077,35.98575881995134,60.64535489012303,35.98888322390767,26.19522535823502
2016-09-28,35.0,24.0,29.1,56,15.1,957.9,20.14,10,29.1,56.0,4.194444444444445,233.10185185185185,0.1,22.534731517294983,35.121210976837865,61.79576328573677,34.507448651750224,25.70855425747406
2016-09-29,34.0,22.9,28.6,56,12.3,957.8,19.88,11,28.6,56.0,3.416666666666667,230.09259259259258,0.11,22.09281763637554,35.0585396039604,60.519925655995905,34.59032913116494,25.336680266254955
2016-09-30,32.7,22.4,27.7,71,9.1,957.9,19.32,12,27.7,71.0,2.5277777777777777,223.61111111111111,0.12,23.602081480597732,34.68062730627306,57.971392281419355,35.22458164397447,26.227582497673023
2016-10-01,32.5,23.9,28.4,69,11.7,959.3,18.09,32,28.4,69.0,3.2499999999999996,209.375,0.32,23.953511032842023,33.72954545454545,54.8142771087451,34.08963303958971,26.353366813898507
2016-10-02,32.2,25.2,27.9,78,10.8,960.9,15.9,94,27.9,78.0,3.0,184.02777777777777,0.94,24.822248995183966,30.94796006944444,43.26444900815682,31.91368257048195,26.35516631051766
2016-10-03,33.1,25.1,28.5,75,9.4,959.7,17.01,81,28.5,75.0,2.611111111111111,196.875,0.81,24.949952480058986,32.347684762773724,46.34604849090721,33.49639482001368,26.784503688596036
2016-10-04,33.7,25.3,28.6,73,10.0,958.0,18.29,61,28.6,73.0,2.7777777777777777,211.68981481481478,0.61,24.744935379106586,33.32899925595238,50.72801225520112,34.23916302357455,26.847254616565085
2016-10-05,30.2,23.9,26.3,84,9.4,957.6,13.71,81,26.3,84.0,2.611111111111111,158.68055555555554,0.81,24.1394973509012,29.401220346715327,41.13884622377316,30.705577074238708,25.407892214973902
2016-10-06,30.0,23.8,26.4,80,8.4,959.2,12.5,83,26.4,80.0,2.3333333333333335,144.67592592592592,0.83,23.67355983399696,29.285298295454545,39.57759328408429,30.477082375363494,25.068551542888784
2016-10-07,32.2,22.4,26.9,78,11.9,959.9,18.51,16,26.9,78.0,3.3055555555555554,214.23611111111111,0.16,23.86759952564578,32.832692307692305,56.45390817581074,33.537209800815226,25.963858129490507
2016-10-08,32.5,22.7,27.2,70,11.1,959.6,18.23,26,27.2,70.0,3.083333333333333,210.99537037037035,0.26,22.987332485069818,32.877298109965636,54.73378476851468,33.17979422470948,25.386592361542
2016-10-09,33.5,23.1,27.5,62,15.6,958.7,18.87,15,27.5,62.0,4.333333333333333,218.40277777777777,0.15,22.058253544033487,32.91131882440476,58.05275125419939,32.25242785262687,24.77304124570439
2016-10-10,32.1,22.7,27.2,61,13.7,959.0,18.64,18,27.2,61.0,3.8055555555555554,215.74074074074073,0.18,21.633446225901935,32.773869610935854,56.880354030512024,32.22447348226978,24.418186280318523
2016-10-11,32.7,21.5,26.3,59,14.1,959.5,19.83,8,26.3,59.0,3.9166666666666665,229.51388888888886,0.08,20.519340885019734,32.47757009345794,59.37170141527287,31.74598932343474,23.4890526382054
2016-10-12,32.5,21.1,26.0,54,15.8,959.4,20.35,6,26.0,54.0,4.388888888888889,235.53240740740742,0.06,19.486506883509886,32.083425788954635,60.356101621702805,30.907082380440194,22.657239976247848
2016-10-13,32.7,20.5,26.1,53,15.1,961.2,19.9,6,26.1,53.0,4.194444444444445,230.32407407407405,0.06,19.418121504940313,32.17471047331319,59.722373238986904,31.0217577133516,22.637627148120856
2016-10-14,32.9,20.1,26.2,48,17.5,962.0,19.84,7,26.2,48.0,4.861111111111111,229.62962962962962,0.07,18.70709261457007,31.817840375586854,59.69957915920645,30.15885585831748,22.07853290531642
2016-10-15,33.1,21.0,26.3,43,11.2,962.7,20.19,5,26.3,43.0,3.1111111111111107,233.68055555555557,0.05,17.959554139494486,33.322420804794525,59.79338495580282,32.17427696500122,21.866172058605045
2016-10-16,32.4,19.9,25.9,45,12.3,963.5,17.56,22,25.9,45.0,3.416666666666667,203.2407407407407,0.22,17.961965069066526,31.272799779977994,53.56141693721861,29.91546918903419,21.417935504342164
2016-10-17,32.8,20.7,26.0,42,12.5,962.8,19.35,11,26.0,42.0,3.4722222222222223,223.95833333333334,0.11,17.54150589450779,32.24513319672131,57.76241982876917,30.885279283560227,21.328080765499717
2016-10-18,33.1,17.6,24.8,41,14.0,961.6,20.15,0,24.8,41.0,3.888888888888889,233.21759259259255,0.0,16.388430359814723,31.35924479166667,59.86998761983733,29.853651193891352,20.22375021020364
2016-10-19,33.0,18.7,25.3,37,15.5,961.0,20.01,0,25.3,37.0,4.305555555555555,231.59722222222223,0.0,16.108607837921102,31.522014925373135,60.20253873008187,29.71093597571855,20.1104284716194
2016-10-20,32.2,19.6,25.6,38,13.9,960.1,19.93,0,25.6,38.0,3.861111111111111,230.67129629629628,0.0,16.524407135238604,32.107967607105536,60.14163814823439,30.527582570784734,20.54867851608813
2016-10-21,32.0,18.4,25.0,43,11.6,960.9,19.67,0,25.0,43.0,3.222222222222222,227.66203703703704,0.0,16.88310795553934,31.922156531531535,58.862039882759916,30.74207770618091,20.702606875183847
2016-10-22,32.4,18.5,25.3,44,12.4,962.0,19.42,3,25.3,44.0,3.4444444444444446,224.76851851851853,0.03,17.296206228594944,31.854516173245614,58.46439036242464,30.604322837711475,21.008247594665583
2016-10-23,32.5,19.8,25.7,45,17.7,961.9,19.1,1,25.7,45.0,4.916666666666666,221.0648148148148,0.01,17.794457260446006,31.245197245564892,59.10699606552731,29.367443169120516,21.27515953142518
2016-10-24,31.9,20.1,25.8,46,18.2,961.3,17.96,11,25.8,46.0,5.055555555555555,207.87037037037038,0.11,18.04236778317972,30.683805248618786,56.07154747294766,28.592893383118763,21.346418497949557
2016-10-25,31.5,20.1,25.7,47,14.8,961.5,18.02,8,25.7,47.0,4.111111111111112,208.5648148148148,0.08,18.12049152636163,31.193902439024388,56.329879206125156,29.6448966522177,21.493124556258017
2016-10-26,32.3,20.7,25.8,45,15.0,963.4,17.29,12,25.8,45.0,4.166666666666667,200.11574074074073,0.12,17.87821119292244,30.9302398989899,54.797915533992466,29.190765223226656,21.280795814843685
2016-10-27,32.4,18.1,24.6,33,10.2,965.9,19.36,0,24.6,33.0,2.833333333333333,224.07407407407405,0.0,14.844985081952526,31.75130023640662,57.68358782379522,30.373782981019012,19.201749604648093
2016-10-28,31.5,16.1,23.8,35,9.4,964.3,19.24,0,23.8,35.0,2.611111111111111,222.68518518518516,0.0,14.573566699711947,31.11447688564477,56.57982893013417,29.884842635474563,18.804392066927313
2016-10-29,30.9,16.5,23.2,39,10.9,963.8,18.8,0,23.2,39.0,3.0277777777777777,217.59259259259258,0.0,14.760325951009367,29.976239907727795,55.97155168527223,28.76279295815413,18.647476147252117
2016-10-30,30.6,16.7,23.9,39,9.7,965.6,18.68,5,23.9,39.0,2.694444444444444,216.2037037037037,0.05,15.325809144685824,30.749052346570394,55.24684100425924,29.58971524526558,19.267876870594158
2016-10-31,30.1,15.6,23.3,44,7.2,968.0,18.44,0,23.3,44.0,2.0,213.42592592592592,0.0,15.630519296336022,30.922354497354497,53.85782466399655,30.00992584936031,19.455834406906114
