date,tmax,tmin,tmean,rh_mean,wind_speed_max,pressure_mean,solar_radiation_sum,cloud_cover_mean
2023-11-08,31.3,18.0,24.4,37,14.4,965.4,14.9,41
2023-11-09,31.1,18.5,24.6,39,9.7,965.6,14.72,24
2023-11-10,29.7,18.1,23.3,47,14.2,966.5,13.38,20
2023-11-11,27.0,15.4,20.7,66,11.5,968.5,15.83,1
2023-11-12,26.6,14.7,20.1,58,8.4,969.0,15.87,1
2023-11-13,26.5,14.7,20.5,57,8.2,968.5,15.08,73
2023-11-14,25.6,16.7,20.7,60,8.9,968.2,10.7,83
2023-11-15,26.6,14.4,20.0,58,10.9,967.9,15.53,0
2023-11-16,26.1,13.7,19.4,54,9.0,968.4,15.52,0
2023-11-17,25.6,14.0,19.3,60,9.8,968.3,15.48,15
2023-11-18,25.7,14.3,19.7,54,9.4,966.9,15.0,36
2023-11-19,26.6,13.2,19.4,57,10.0,967.3,14.98,0
2023-11-20,27.1,14.1,20.2,59,7.7,967.9,14.94,0
2023-11-21,27.1,14.4,19.9,59,13.0,967.3,14.62,10
2023-11-22,26.0,12.8,18.9,49,9.7,965.4,15.24,0
2023-11-23,26.5,12.4,19.4,48,9.4,964.3,15.0,0
2023-11-24,26.5,13.2,19.4,55,9.7,966.2,14.62,3
2023-11-25,25.8,13.0,19.0,61,10.0,967.4,12.96,52
2023-11-26,25.6,14.8,19.8,61,19.6,967.5,11.73,92
2023-11-27,21.8,15.3,18.1,72,16.5,965.3,11.19,71
2023-11-28,21.0,14.4,17.3,82,10.5,965.0,7.41,53
2023-11-29,23.5,14.0,18.0,76,8.8,965.6,12.89,8
2023-11-30,24.4,14.6,18.7,76,12.6,966.3,13.38,4
2023-12-01,24.3,14.3,18.2,79,11.5,967.0,13.1,6
2023-12-02,24.3,14.6,18.8,72,12.9,967.4,13.18,8
2023-12-03,23.1,15.0,18.1,77,13.1,967.7,8.35,52
2023-12-04,22.6,13.9,17.5,78,11.6,966.4,12.13,21
2023-12-05,23.2,13.3,17.2,66,12.1,966.0,13.94,0
2023-12-06,22.6,12.3,16.6,60,11.0,966.6,14.14,0
2023-12-07,23.7,12.8,17.3,58,11.6,966.1,13.78,2
2023-12-08,24.3,12.4,17.9,64,10.2,965.8,13.32,15
2023-12-09,24.4,12.1,18.2,56,10.2,966.7,13.8,0
2023-12-10,24.3,10.7,16.7,52,8.8,965.1,14.12,18
2023-12-11,23.2,10.2,16.1,61,11.1,965.1,13.81,0
2023-12-12,23.3,10.6,16.5,61,10.2,964.3,13.76,5
2023-12-13,23.6,11.7,16.9,60,9.7,966.2,13.73,8
2023-12-14,23.5,10.0,16.6,58,10.0,967.4,13.81,24
2023-12-15,22.9,10.2,16.2,59,10.3,968.1,13.85,2
2023-12-16,23.6,10.4,16.5,62,9.8,966.8,13.59,3
2023-12-17,23.9,10.1,16.7,58,13.3,967.7,13.63,9
2023-12-18,22.7,11.5,16.1,49,14.5,969.9,14.05,14
2023-12-19,22.3,9.3,15.0,51,10.9,970.2,14.17,13
2023-12-20,21.0,10.0,15.0,50,9.5,969.5,11.58,98
2023-12-21,22.9,9.1,15.7,50,9.2,967.9,12.45,99
2023-12-22,23.3,9.0,15.5,53,10.3,967.1,13.75,54
2023-12-23,23.3,11.2,16.2,66,11.7,968.9,13.54,20
2023-12-24,22.8,9.7,15.2,74,9.4,970.5,13.42,20
2023-12-25,24.1,9.7,15.9,68,10.1,969.3,13.68,27
2023-12-26,25.1,10.0,16.9,59,9.8,968.7,13.93,19
2023-12-27,24.6,9.6,16.2,62,12.0,969.6,13.87,33
2023-12-28,23.0,10.3,15.1,73,10.0,968.4,14.04,0
2023-12-29,21.7,9.6,13.9,81,11.0,968.6,12.73,55
2023-12-30,21.5,9.1,13.6,78,11.7,967.6,12.43,61
2023-12-31,21.5,9.1,13.7,77,12.5,967.0,13.66,6
2024-01-01,21.0,8.3,12.7,78,9.4,967.2,13.83,26
2024-01-02,19.0,7.4,11.8,86,9.4,966.6,13.26,28
2024-01-03,17.7,7.3,11.4,84,8.2,966.2,12.78,27
2024-01-04,18.1,6.5,11.0,84,7.4,966.6,13.33,27
2024-01-05,17.5,6.4,10.9,83,10.4,966.7,13.9,11
2024-01-06,18.1,6.3,11.0,82,9.9,968.1,14.07,1
2024-01-07,18.2,5.7,10.9,82,7.9,968.6,14.28,1
2024-01-08,19.7,7.2,12.7,84,10.8,968.4,13.94,2
2024-01-09,19.9,9.0,13.3,84,11.8,968.6,11.66,25
2024-01-10,19.4,6.3,11.4,75,10.5,967.8,14.26,16
2024-01-11,20.1,4.1,11.7,66,7.6,967.9,15.07,0
2024-01-12,21.1,6.0,13.4,66,9.6,967.4,14.98,6
2024-01-13,22.2,6.8,14.1,71,10.5,966.1,13.31,81
2024-01-14,22.6,8.6,14.9,73,9.7,966.3,14.8,6
2024-01-15,21.2,8.0,14.4,70,7.1,966.1,15.07,39
2024-01-16,21.0,7.1,13.9,69,11.2,963.6,14.81,80
2024-01-17,20.9,8.7,13.6,70,11.3,963.5,14.87,16
2024-01-18,20.9,7.1,12.7,77,9.8,965.8,15.09,17
2024-01-19,19.9,7.8,12.0,83,13.4,967.2,14.3,37
2024-01-20,19.1,6.0,11.0,79,9.0,967.7,15.01,40
2024-01-21,20.8,7.3,12.6,75,13.2,967.5,14.84,60
2024-01-22,20.5,6.8,12.7,76,9.6,967.7,14.95,40
2024-01-23,21.1,8.3,13.6,74,9.3,967.4,13.12,61
2024-01-24,21.1,7.7,14.1,71,12.5,967.3,15.73,5
2024-01-25,20.3,7.7,13.1,75,10.2,969.3,15.43,62
2024-01-26,21.7,6.6,13.6,73,10.9,969.9,15.34,79
2024-01-27,23.5,8.6,15.4,68,11.2,969.3,15.9,37
2024-01-28,24.0,10.2,16.8,65,13.0,967.2,14.94,94
2024-01-29,24.6,11.1,17.2,63,9.3,967.0,16.01,64
2024-01-30,23.5,10.9,16.9,71,9.4,966.6,13.77,100
2024-01-31,24.2,12.7,18.0,70,15.1,965.1,14.77,45
2024-02-01,25.8,11.9,18.0,64,16.8,965.1,16.35,6
2024-02-02,22.8,12.4,16.6,64,15.9,968.5,16.17,17
2024-02-03,22.9,10.1,16.5,61,11.2,967.6,14.04,64
2024-02-04,24.1,13.9,18.1,82,25.2,966.4,10.18,78
2024-02-05,21.6,12.1,16.5,74,12.2,967.0,16.57,55
2024-02-06,20.7,9.4,14.4,59,11.6,968.8,17.1,67
2024-02-07,21.2,10.8,15.0,52,15.8,969.8,14.95,75
2024-02-08,21.2,9.4,14.0,52,15.3,969.7,18.16,7
2024-02-09,21.3,6.8,13.7,48,11.2,968.5,18.53,0
2024-02-10,21.9,8.3,14.3,52,9.7,970.3,18.49,0
2024-02-11,22.5,8.9,14.6,61,10.4,970.1,18.49,0
2024-02-12,21.8,8.8,14.8,58,9.3,968.9,17.2,46
2024-02-13,23.5,10.2,16.4,59,10.2,968.1,18.04,44
2024-02-14,24.5,13.3,18.2,51,11.8,968.5,18.3,28
2024-02-15,24.9,10.8,17.1,52,10.4,969.4,18.89,0
2024-02-16,25.4,11.1,17.6,52,10.5,969.7,19.07,0
2024-02-17,26.9,11.3,19.4,41,8.9,965.9,19.24,0
2024-02-18,27.9,13.6,20.1,39,15.8,962.5,18.55,66
2024-02-19,30.6,12.9,21.0,50,29.0,960.8,18.9,2
2024-02-20,27.6,18.4,22.3,51,20.1,961.7,18.0,8
2024-02-21,26.1,13.6,19.6,41,12.5,961.0,18.09,32
2024-02-22,23.9,13.9,18.1,36,13.2,963.4,15.65,32
2024-02-23,24.3,11.9,17.5,36,19.4,965.7,19.82,3
2024-02-24,22.4,12.2,16.6,45,24.0,965.6,16.97,36
2024-02-25,24.7,12.0,18.0,37,22.0,967.4,19.04,43
2024-02-26,23.1,14.3,17.7,41,18.3,967.8,13.72,79
2024-02-27,25.0,12.9,18.0,48,17.7,967.3,19.53,16
2024-02-28,25.7,12.7,18.6,46,13.6,966.7,20.09,0
2024-02-29,27.4,12.3,19.6,50,11.6,965.3,20.25,2
2024-03-01,30.5,15.2,21.0,57,22.3,963.8,18.01,65
2024-03-02,25.0,15.7,19.9,70,16.8,961.5,10.97,73
2024-03-03,23.9,13.5,17.6,56,12.3,961.9,21.14,0
2024-03-04,22.6,10.7,16.0,32,12.8,965.9,21.73,0
2024-03-05,23.3,10.5,16.5,37,15.2,967.1,21.52,27
2024-03-06,24.6,11.5,17.4,33,11.6,965.6,20.85,32
2024-03-07,27.2,10.8,18.8,36,15.3,964.8,20.48,14
2024-03-08,26.6,12.8,19.5,44,20.0,965.8,21.58,0
2024-03-09,27.7,14.1,20.4,35,16.6,966.3,21.86,32
2024-03-10,28.7,13.1,21.0,38,10.5,965.8,21.17,51
2024-03-11,30.4,15.3,23.1,41,12.8,966.3,21.37,7
2024-03-12,31.5,16.3,23.5,39,12.9,964.8,21.73,3
2024-03-13,31.2,15.5,23.4,36,28.6,962.8,19.08,8
2024-03-14,29.9,15.7,22.7,40,15.8,964.8,22.32,0
2024-03-15,29.4,17.2,22.7,31,18.6,965.0,22.6,0
2024-03-16,28.1,15.2,21.2,29,13.2,966.2,18.81,65
2024-03-17,29.5,16.0,22.2,26,13.4,965.9,21.65,42
2024-03-18,30.6,15.2,23.1,29,14.5,964.7,23.15,0
2024-03-19,32.2,16.1,23.8,31,22.9,964.3,21.06,16
2024-03-20,31.3,17.6,23.8,31,12.3,964.5,23.31,18
2024-03-21,31.4,17.7,24.7,31,12.9,963.5,22.0,48
2024-03-22,35.4,17.3,26.0,32,15.9,960.6,23.12,16
2024-03-23,36.2,19.5,27.6,28,13.8,960.0,22.99,24
2024-03-24,35.1,20.3,27.5,29,22.5,961.8,19.24,64
2024-03-25,35.1,19.2,27.4,34,16.9,964.1,22.95,5
2024-03-26,36.8,21.4,29.3,28,17.4,963.4,19.48,62
2024-03-27,37.2,22.0,29.8,29,11.3,964.4,22.37,43
2024-03-28,38.4,22.8,30.3,29,15.9,962.1,22.11,92
2024-03-29,37.9,23.2,30.3,30,18.4,960.8,21.34,82
2024-03-30,36.1,23.0,29.6,20,21.4,962.1,23.59,16
2024-03-31,34.8,21.8,28.3,20,20.7,963.5,23.93,8
2024-04-01,33.7,20.4,27.0,26,21.6,961.2,23.02,54
2024-04-02,34.6,18.5,27.0,22,15.8,959.8,23.49,37
2024-04-03,35.6,20.2,28.1,21,12.4,960.2,21.98,88
2024-04-04,35.2,22.3,28.5,23,19.7,960.7,19.15,91
2024-04-05,33.9,23.8,28.7,23,14.3,960.5,14.64,99
2024-04-06,34.3,22.3,28.2,24,18.4,960.2,19.11,50
2024-04-07,36.1,22.0,29.1,15,17.4,960.3,24.95,4
2024-04-08,37.4,20.2,28.5,15,13.0,961.2,24.34,6
2024-04-09,37.7,22.9,29.8,14,15.6,961.5,19.84,80
2024-04-10,36.0,23.5,29.4,19,24.2,962.0,21.18,55
2024-04-11,36.9,20.8,29.2,28,13.9,962.5,23.29,31
2024-04-12,36.7,23.1,30.4,22,16.6,961.9,22.62,38
2024-04-13,36.3,21.9,28.9,37,20.2,961.2,20.84,50
2024-04-14,35.5,23.2,28.2,40,19.1,963.0,19.09,69
2024-04-15,35.2,24.3,29.5,36,22.8,963.7,18.81,83
2024-04-16,36.1,24.2,30.1,31,15.8,962.9,24.06,26
2024-04-17,36.9,23.3,29.8,28,25.5,961.8,23.69,53
2024-04-18,38.9,23.3,30.5,25,32.6,960.2,22.69,47
2024-04-19,37.8,25.1,31.3,24,28.4,958.0,24.5,13
2024-04-20,35.7,23.2,29.6,22,17.3,957.8,23.93,55
2024-04-21,35.4,23.3,29.6,27,14.3,958.8,20.45,50
2024-04-22,36.6,23.4,30.1,24,13.3,959.1,23.5,13
2024-04-23,37.5,24.1,30.9,19,18.1,958.6,23.66,12
2024-04-24,38.2,22.7,30.5,22,17.2,958.6,24.92,1
2024-04-25,38.8,24.1,31.3,17,12.7,959.0,24.58,13
2024-04-26,37.8,23.9,31.1,24,24.9,958.5,21.54,49
2024-04-27,36.8,25.7,30.8,25,22.4,959.2,24.84,33
2024-04-28,37.9,23.3,31.1,22,14.0,959.3,23.79,36
2024-04-29,37.7,22.8,30.9,22,24.4,959.1,24.51,4
2024-04-30,35.8,23.1,29.5,16,20.7,958.5,25.43,0
2024-05-01,34.0,22.4,28.1,17,20.1,956.3,25.55,0
2024-05-02,35.2,20.1,28.1,18,14.5,957.7,23.87,50
2024-05-03,38.1,22.2,31.1,14,11.5,958.6,22.7,65
2024-05-04,39.2,26.5,32.4,16,21.3,958.6,19.07,82
2024-05-05,39.6,27.1,33.2,22,19.1,955.6,23.93,27
2024-05-06,40.8,25.1,33.4,19,14.5,956.9,23.75,5
2024-05-07,42.1,27.3,35.2,16,17.0,957.9,21.89,19
2024-05-08,42.6,26.8,35.2,21,23.1,957.5,23.31,5
2024-05-09,42.7,26.5,34.8,27,19.4,956.9,22.28,13
2024-05-10,42.4,26.0,34.4,25,25.2,958.0,23.29,11
2024-05-11,39.4,28.3,33.6,25,20.9,960.4,20.13,37
2024-05-12,40.6,27.0,33.9,23,20.0,960.1,22.02,11
2024-05-13,38.6,27.5,33.0,25,22.2,960.6,17.75,46
2024-05-14,41.3,25.7,34.0,20,18.4,961.0,21.92,67
2024-05-15,42.6,26.4,34.7,15,21.1,960.9,24.03,11
2024-05-16,43.7,27.6,36.2,13,16.1,960.3,23.2,9
2024-05-17,43.8,28.0,36.6,15,16.0,958.0,23.19,13
2024-05-18,44.5,30.0,37.5,14,19.9,955.7,22.78,22
2024-05-19,44.4,29.1,37.3,13,14.9,954.3,22.75,16
2024-05-20,43.4,31.5,37.3,15,23.1,955.0,18.71,30
2024-05-21,44.2,31.8,37.5,16,22.9,955.2,19.0,31
2024-05-22,43.9,30.6,37.6,17,14.0,954.5,18.44,35
2024-05-23,44.8,30.4,37.0,24,22.4,953.4,21.56,20
2024-05-24,42.3,30.2,36.3,30,18.7,954.0,22.07,6
2024-05-25,44.9,29.8,37.5,25,22.9,953.4,21.85,8
2024-05-26,46.0,30.7,38.5,16,26.3,951.9,21.09,11
2024-05-27,46.6,31.4,38.5,14,20.3,949.4,24.63,0
2024-05-28,45.5,30.6,38.2,16,26.9,948.4,22.63,7
2024-05-29,46.0,32.5,38.6,23,24.9,949.8,23.93,2
2024-05-30,44.9,31.0,37.7,27,22.1,952.6,24.09,1
2024-05-31,44.9,31.7,37.6,19,24.6,954.1,20.56,14
2024-06-01,42.2,31.8,36.5,26,23.7,955.2,18.54,38
2024-06-02,41.5,29.0,33.3,35,26.9,956.6,14.98,57
2024-06-03,42.4,30.1,36.0,28,18.8,955.7,21.45,22
2024-06-04,42.9,31.5,37.1,21,20.9,955.4,22.71,5
2024-06-05,41.8,31.2,36.4,25,24.1,956.2,23.16,3
2024-06-06,41.6,30.0,35.7,26,20.0,957.9,22.64,7
2024-06-07,41.9,30.3,34.7,28,24.3,956.2,22.43,10
2024-06-08,40.2,28.4,34.4,30,22.5,954.9,19.57,23
2024-06-09,42.1,28.5,35.9,21,17.2,954.5,22.64,7
2024-06-10,42.7,29.9,36.6,17,19.5,954.8,19.99,41
2024-06-11,42.0,30.5,36.0,25,20.2,954.8,16.4,62
2024-06-12,42.2,30.7,36.5,26,20.9,955.0,21.18,32
2024-06-13,40.6,31.8,35.1,31,33.4,954.8,20.64,36
2024-06-14,39.7,30.7,35.1,29,23.1,954.1,16.64,46
2024-06-15,42.1,30.4,36.0,29,22.4,953.8,23.0,4
2024-06-16,41.9,31.5,36.6,32,21.0,954.5,21.98,9
2024-06-17,42.6,32.5,37.3,32,22.4,954.5,21.16,23
2024-06-18,42.0,33.0,37.2,33,25.9,952.8,22.31,29
2024-06-19,41.0,32.0,36.1,37,24.2,950.8,22.15,27
2024-06-20,38.8,28.8,33.0,48,28.6,951.3,19.5,33
2024-06-21,36.7,25.2,29.8,67,16.1,953.0,20.92,44
2024-06-22,37.4,27.0,32.1,52,13.9,952.4,18.06,50
2024-06-23,37.9,28.3,33.0,49,9.4,952.7,17.91,35
2024-06-24,37.2,29.2,32.4,55,15.9,951.7,18.66,65
2024-06-25,35.9,27.5,30.6,67,15.8,950.7,20.31,73
2024-06-26,36.4,27.5,30.9,70,15.1,950.7,18.53,90
2024-06-27,33.4,26.2,29.1,78,20.5,952.7,13.09,100
2024-06-28,33.1,25.4,28.5,80,13.9,952.6,16.71,88
2024-06-29,31.2,26.2,27.6,86,9.2,952.1,10.1,92
2024-06-30,33.4,25.6,29.3,77,19.7,951.6,15.63,88
2024-07-01,34.4,25.6,30.0,72,19.4,949.6,18.99,58
2024-07-02,34.4,26.1,30.4,67,17.8,948.4,18.86,100
2024-07-03,35.8,27.3,30.2,74,17.8,950.5,20.51,91
2024-07-04,30.7,25.5,27.6,87,13.0,952.1,10.18,100
2024-07-05,32.8,24.7,27.0,86,21.0,949.7,13.27,100
2024-07-06,32.8,24.5,27.5,84,16.2,948.7,14.17,86
2024-07-07,33.9,25.4,28.8,76,13.8,951.5,19.94,57
2024-07-08,31.8,23.9,27.4,84,11.4,954.1,16.44,89
2024-07-09,33.8,25.6,29.5,77,9.2,954.8,22.02,68
2024-07-10,33.4,25.6,29.5,79,11.2,955.4,16.9,95
2024-07-11,35.6,26.7,30.4,74,21.3,952.7,22.44,96
2024-07-12,33.6,25.6,28.5,80,20.2,950.5,20.82,57
2024-07-13,33.8,24.9,28.8,77,15.4,950.9,21.94,21
2024-07-14,34.0,25.6,29.4,74,14.5,950.6,21.58,24
2024-07-15,33.4,27.1,29.8,75,12.4,952.0,21.28,39
2024-07-16,33.7,26.8,30.1,76,16.0,952.5,21.45,53
2024-07-17,34.4,27.4,30.8,73,14.1,952.6,22.28,49
2024-07-18,33.7,26.5,30.0,79,9.4,952.0,20.46,93
2024-07-19,34.6,26.4,29.7,78,15.5,950.7,21.3,86
2024-07-20,34.9,25.6,30.0,76,10.9,951.3,22.05,61
2024-07-21,35.2,26.7,30.8,74,9.6,951.2,22.85,46
2024-07-22,34.3,26.3,30.7,74,11.5,951.5,21.3,68
2024-07-23,34.1,26.1,29.8,76,20.2,951.0,17.14,96
2024-07-24,33.8,25.8,28.6,84,19.7,948.2,16.83,95
2024-07-25,32.6,25.4,27.9,86,13.9,947.4,17.84,92
2024-07-26,31.9,25.6,28.3,84,14.0,949.0,14.66,99
2024-07-27,32.9,26.4,28.9,83,14.8,950.6,14.15,100
2024-07-28,32.9,25.8,29.3,82,15.0,950.3,18.57,74
2024-07-29,33.6,26.6,29.9,77,20.2,949.9,22.18,43
2024-07-30,33.2,27.3,29.9,78,13.5,952.0,20.31,50
2024-07-31,32.3,26.5,29.4,80,16.6,952.8,18.15,100
2024-08-01,27.9,25.0,26.5,88,15.1,952.0,6.93,100
2024-08-02,30.3,24.6,26.7,86,14.0,950.5,15.4,100
2024-08-03,31.0,24.8,27.5,83,13.4,951.8,17.54,85
2024-08-04,31.4,24.9,28.0,81,20.9,952.5,20.66,69
2024-08-05,29.8,24.2,26.1,86,28.2,950.4,9.74,94
2024-08-06,28.1,24.4,26.0,84,24.4,952.7,8.82,99
2024-08-07,29.3,24.6,26.7,81,19.8,953.8,12.7,100
2024-08-08,28.2,24.3,25.7,88,19.9,955.3,7.28,100
2024-08-09,29.4,23.9,26.1,85,15.1,956.3,12.21,100
2024-08-10,30.7,23.8,26.5,87,16.5,955.3,13.16,100
2024-08-11,29.0,23.9,25.9,91,16.0,953.8,9.77,100
2024-08-12,29.9,23.7,26.0,89,15.6,954.6,13.1,100
2024-08-13,30.6,24.0,26.5,87,17.6,955.7,15.08,99
2024-08-14,30.5,24.4,26.6,89,16.6,956.3,15.25,100
2024-08-15,29.4,24.7,26.3,91,15.7,955.0,10.61,100
2024-08-16,28.7,24.5,26.2,90,12.6,954.1,12.95,100
2024-08-17,31.0,24.0,27.3,82,11.6,956.8,20.04,100
2024-08-18,31.6,24.9,28.0,78,12.1,958.0,21.17,71
2024-08-19,31.4,25.1,27.9,78,15.6,957.2,18.41,94
2024-08-20,31.4,25.2,28.1,78,8.4,956.9,19.18,98
2024-08-21,31.6,25.1,27.8,83,11.2,957.8,20.15,85
2024-08-22,31.6,24.9,27.0,86,9.0,957.0,17.32,76
2024-08-23,31.7,24.4,26.9,86,9.0,957.0,18.77,55
2024-08-24,31.9,24.3,27.2,85,14.4,956.0,20.12,68
2024-08-25,30.1,24.2,26.5,84,23.9,952.8,17.22,82
2024-08-26,30.4,24.2,26.0,87,22.7,952.4,15.35,84
2024-08-27,30.0,23.6,26.1,83,20.7,954.7,19.07,80
2024-08-28,30.6,23.5,26.6,77,15.7,955.5,21.78,45
2024-08-29,29.5,23.3,26.4,81,16.8,955.4,15.86,68
2024-08-30,30.8,24.0,26.7,85,13.7,957.8,21.36,54
2024-08-31,31.2,23.7,26.8,84,9.1,958.1,19.22,50
2024-09-01,32.0,25.1,28.1,81,10.8,957.5,20.21,54
2024-09-02,30.6,24.9,27.2,87,11.9,957.2,15.44,92
2024-09-03,31.0,24.5,27.0,87,16.2,957.4,18.99,62
2024-09-04,29.6,23.6,26.1,88,8.9,956.2,11.63,84
2024-09-05,28.2,23.6,24.8,91,8.2,954.4,10.39,95
2024-09-06,29.8,23.8,25.9,89,9.0,955.4,14.15,97
2024-09-07,29.0,23.8,25.6,89,7.6,956.5,11.69,98
2024-09-08,28.3,23.4,25.2,89,11.5,956.5,12.25,94
2024-09-09,30.5,23.3,26.4,87,9.1,954.9,16.9,52
2024-09-10,30.7,24.2,26.5,87,12.9,954.0,16.18,67
2024-09-11,31.1,23.7,26.3,88,21.6,953.4,17.77,94
2024-09-12,31.0,25.4,27.3,82,25.5,952.7,13.85,93
2024-09-13,30.5,24.0,26.7,78,27.9,954.8,18.96,85
2024-09-14,29.9,22.3,25.6,78,19.8,955.9,18.63,29
2024-09-15,30.0,22.0,25.6,75,15.5,956.9,22.31,3
2024-09-16,31.3,21.7,25.8,71,14.2,958.2,22.08,4
2024-09-17,30.5,22.2,25.9,73,15.3,959.1,15.43,61
2024-09-18,30.2,23.1,26.1,75,22.0,956.7,19.62,52
2024-09-19,27.9,22.4,24.6,82,10.8,956.9,10.62,86
2024-09-20,29.5,21.8,25.8,83,5.2,957.5,14.76,64
2024-09-21,30.4,23.5,26.9,81,7.1,958.9,17.01,38
2024-09-22,32.6,24.1,28.1,74,6.7,958.6,19.45,14
2024-09-23,32.9,24.4,28.4,74,10.7,958.3,18.5,17
2024-09-24,33.3,24.5,28.8,74,7.0,957.0,18.85,37
2024-09-25,33.0,25.2,29.0,74,9.8,956.7,19.64,40
2024-09-26,31.1,24.7,27.8,79,13.8,956.3,17.79,42
2024-09-27,31.2,23.9,27.1,78,14.6,956.1,18.14,41
2024-09-28,31.4,23.0,26.3,78,16.5,958.0,16.11,72
2024-09-29,31.6,21.7,26.1,78,13.0,960.8,18.55,70
2024-09-30,32.6,23.0,27.5,72,11.8,961.0,19.41,18
2024-10-01,34.6,23.7,28.7,63,15.6,958.6,20.22,3
2024-10-02,35.0,25.9,29.4,58,23.7,958.6,20.56,1
2024-10-03,35.0,24.7,28.7,56,20.3,958.0,19.85,3
2024-10-04,33.6,23.5,27.6,61,16.9,958.6,20.38,1
2024-10-05,32.5,22.8,27.4,61,14.5,960.6,19.68,5
2024-10-06,32.7,22.9,27.4,59,12.0,963.4,18.65,10
2024-10-07,33.1,22.2,27.5,58,8.4,964.8,19.07,4
2024-10-08,33.5,21.7,27.4,52,9.0,964.4,18.98,4
2024-10-09,33.8,22.5,27.8,51,11.5,962.5,19.13,7
2024-10-10,32.1,22.4,27.0,59,8.8,962.0,18.69,18
2024-10-11,32.5,20.6,26.5,56,10.7,962.0,19.14,27
2024-10-12,31.9,21.8,26.6,58,10.3,962.5,18.73,44
2024-10-13,29.9,22.5,25.7,65,9.0,963.4,13.41,73
2024-10-14,31.9,20.6,26.3,60,9.8,963.6,18.05,41
2024-10-15,32.2,20.6,26.3,46,10.0,963.2,19.22,6
2024-10-16,33.1,19.4,26.4,43,10.3,962.1,18.87,30
2024-10-17,32.8,20.7,26.9,47,10.4,962.2,18.37,34
2024-10-18,32.8,21.8,26.8,49,9.5,962.2,18.24,4
2024-10-19,33.9,21.9,27.2,46,9.4,962.8,17.83,3
2024-10-20,33.4,20.9,26.8,47,11.4,963.6,17.43,7
2024-10-21,33.3,21.1,27.1,47,10.5,964.2,17.1,10
2024-10-22,32.0,20.5,26.2,51,8.3,964.8,16.66,11
2024-10-23,32.2,20.4,25.9,52,12.6,964.7,16.59,4
2024-10-24,32.0,20.0,25.4,51,18.0,963.7,18.01,0
2024-10-25,33.0,19.9,25.6,51,11.5,963.0,17.85,0
2024-10-26,33.5,20.2,26.1,51,13.2,962.6,17.66,0
2024-10-27,32.4,19.6,25.8,62,8.1,961.5,17.38,2
2024-10-28,32.1,20.1,25.6,66,10.3,960.3,17.15,0
2024-10-29,33.3,20.2,26.3,59,10.2,961.0,17.07,0
2024-10-30,34.9,22.1,27.7,41,12.1,962.1,17.16,0
2024-10-31,33.7,21.8,27.2,37,14.0,963.8,16.95,0
2024-11-01,32.7,19.7,26.0,45,14.9,964.6,16.71,0
2024-11-02,32.3,19.7,25.8,47,9.2,965.1,16.65,0
2024-11-03,32.6,19.7,25.3,44,11.3,965.4,16.65,0
2024-11-04,31.1,18.1,24.1,52,9.0,964.3,16.44,0
2024-11-05,30.5,17.7,24.1,56,9.8,965.9,16.13,0
2024-11-06,31.0,18.3,24.2,61,9.0,966.5,16.05,0
2024-11-07,31.4,18.6,24.4,61,9.1,965.4,15.98,0
2024-11-08,31.3,18.2,24.4,65,7.6,965.3,15.85,3
2024-11-09,31.6,18.2,24.3,58,9.4,965.5,15.84,0
2024-11-10,31.7,18.0,24.6,50,12.4,965.6,15.74,0
2024-11-11,31.3,19.0,24.5,54,10.4,965.5,15.62,0
2024-11-12,31.2,17.8,24.5,49,10.4,965.2,15.66,0
2024-11-13,30.6,19.5,24.7,41,10.1,964.4,15.51,1
2024-11-14,29.8,18.1,23.8,46,9.8,965.9,15.2,5
2024-11-15,29.4,17.6,23.6,46,9.9,965.6,15.07,5
2024-11-16,29.6,17.3,23.3,45,9.2,964.6,15.11,2
2024-11-17,29.1,17.7,23.1,39,11.3,965.1,15.12,0
2024-11-18,27.0,15.9,20.8,44,9.6,966.6,15.33,0
2024-11-19,26.3,14.1,19.9,47,5.6,967.5,15.17,0
2024-11-20,26.1,13.8,19.7,44,7.6,966.4,15.17,0
2024-11-21,25.8,14.0,19.4,45,7.0,966.0,15.14,0
2024-11-22,26.0,13.6,19.6,47,4.9,965.7,14.94,0
2024-11-23,25.7,14.3,20.0,49,7.2,966.3,14.73,0
2024-11-24,27.2,15.4,20.8,47,7.3,966.5,14.6,0
2024-11-25,27.5,16.6,21.5,37,11.9,966.5,14.67,0
2024-11-26,26.9,14.1,20.6,44,9.5,966.3,14.43,0
2024-11-27,27.3,14.5,20.6,51,11.7,965.4,14.32,0
2024-11-28,26.1,15.0,19.8,52,9.8,966.8,14.4,0
2024-11-29,24.2,13.4,18.2,52,6.9,967.3,14.46,0
2024-11-30,24.8,13.4,18.5,54,12.1,965.9,14.25,0
2024-12-01,25.4,14.2,19.5,55,10.9,964.2,13.92,0
2024-12-02,25.7,14.3,19.6,56,9.0,964.4,14.0,0
2024-12-03,26.4,14.3,19.8,51,9.1,966.4,14.1,0
2024-12-04,26.2,15.4,20.5,47,8.7,966.3,13.99,0
2024-12-05,24.9,14.4,19.6,36,8.5,965.5,14.27,0
2024-12-06,24.3,13.6,18.8,39,9.2,964.3,14.09,4
2024-12-07,24.1,10.8,17.7,51,6.6,963.0,14.03,0
2024-12-08,22.7,11.6,17.2,49,15.5,962.6,13.75,3
2024-12-09,20.7,10.8,15.4,41,12.9,965.3,14.18,0
