date,tmax,tmin,tmean,rh_mean,wind_speed_max,pressure_mean,solar_radiation_sum,cloud_cover_mean
2022-10-06,32.1,22.2,26.3,72,16.9,959.7,19.33,55
2022-10-07,26.4,22.1,24.1,83,13.7,960.5,5.31,100
2022-10-08,25.3,22.1,23.0,94,17.5,960.1,5.59,100
2022-10-09,27.0,21.9,23.4,91,11.0,960.3,7.65,94
2022-10-10,29.3,21.3,24.7,80,9.0,962.0,17.37,33
2022-10-11,28.7,20.6,24.1,80,10.7,961.3,17.97,17
2022-10-12,30.0,19.8,23.9,71,9.5,962.6,19.49,1
2022-10-13,29.7,17.4,23.3,64,11.6,963.9,19.47,0
2022-10-14,29.7,17.3,22.9,61,12.6,963.9,19.49,0
2022-10-15,29.7,17.5,23.0,62,10.0,963.1,19.33,0
2022-10-16,29.0,19.4,24.3,54,8.9,965.2,19.17,0
2022-10-17,29.3,18.7,23.6,54,9.7,965.5,19.04,0
2022-10-18,29.9,18.7,23.7,56,10.2,963.9,19.0,0
2022-10-19,30.0,18.5,23.5,55,11.3,963.6,18.72,0
2022-10-20,29.6,17.3,23.3,54,11.9,964.9,18.63,1
2022-10-21,30.1,18.4,23.8,46,12.5,967.2,18.4,0
2022-10-22,30.4,18.8,23.6,48,13.2,968.1,18.09,1
2022-10-23,29.5,17.0,22.8,49,13.5,966.8,18.29,0
2022-10-24,29.2,16.2,21.9,51,9.9,962.9,18.48,0
2022-10-25,30.0,15.4,22.4,45,14.8,961.5,18.17,0
2022-10-26,31.0,18.3,23.8,44,12.5,964.4,17.93,0
2022-10-27,31.4,18.6,24.2,45,10.9,964.6,17.76,0
2022-10-28,31.5,18.3,24.2,45,12.6,964.5,17.48,4
2022-10-29,30.6,17.5,23.4,48,11.6,965.1,17.65,0
2022-10-30,30.2,16.2,22.7,55,9.2,965.9,17.27,0
2022-10-31,29.9,19.6,23.9,50,9.1,965.8,17.07,0
2022-11-01,29.8,17.0,22.9,56,11.1,965.9,16.88,0
2022-11-02,31.9,19.3,24.6,43,16.3,964.7,17.1,0
2022-11-03,31.4,17.8,24.6,52,12.1,964.0,16.54,3
2022-11-04,32.4,17.9,24.7,49,11.7,964.8,16.63,0
2022-11-05,33.0,18.8,24.9,46,10.5,966.0,16.44,0
2022-11-06,31.5,19.6,25.0,48,9.0,966.9,15.21,91
2022-11-07,30.8,18.7,24.8,43,10.7,966.2,12.41,59
2022-11-08,28.4,19.0,22.9,54,15.2,966.2,12.55,33
2022-11-09,28.2,16.5,21.6,67,11.3,966.3,14.99,9
2022-11-10,28.6,16.8,21.7,65,10.8,967.4,14.49,8
2022-11-11,28.3,16.8,21.5,52,13.5,968.3,15.8,0
2022-11-12,27.2,15.2,20.4,51,13.9,967.8,15.71,0
2022-11-13,27.8,13.7,20.3,51,8.9,966.2,15.59,8
2022-11-14,26.8,14.0,19.9,58,11.4,966.1,15.43,1
2022-11-15,27.3,14.7,21.1,58,9.1,966.1,14.92,6
2022-11-16,26.5,16.1,20.4,50,13.3,965.4,15.24,0
2022-11-17,25.8,13.9,19.3,45,15.8,965.9,15.42,0
2022-11-18,25.5,12.2,18.6,45,11.8,966.4,15.35,0
2022-11-19,26.2,13.0,18.8,52,9.9,966.6,15.09,2
2022-11-20,26.4,12.5,18.5,50,9.3,965.5,15.16,0
2022-11-21,27.4,13.4,19.7,45,11.3,964.9,15.12,0
2022-11-22,26.2,12.6,19.1,44,9.3,965.0,14.95,0
2022-11-23,25.5,12.2,18.5,41,10.9,965.4,15.33,4
2022-11-24,25.3,10.8,17.6,38,10.0,965.0,15.32,1
2022-11-25,25.3,11.4,18.0,45,9.2,966.7,14.88,65
2022-11-26,26.3,11.3,18.0,47,9.2,964.3,14.98,0
2022-11-27,25.8,11.8,18.3,47,9.2,962.1,14.88,0
2022-11-28,24.8,11.5,18.2,56,9.2,963.4,14.54,0
2022-11-29,24.9,11.7,17.4,64,8.7,965.3,14.38,46
2022-11-30,24.9,10.9,17.4,64,6.8,966.6,14.33,37
2022-12-01,23.8,10.9,17.2,66,7.9,965.7,14.39,0
2022-12-02,23.4,13.3,17.4,62,9.0,964.5,14.29,0
2022-12-03,24.2,10.8,16.9,63,7.9,964.9,14.26,0
2022-12-04,24.4,11.5,16.7,65,8.2,965.7,14.22,3
2022-12-05,22.9,10.3,16.2,64,9.3,967.2,14.1,0
2022-12-06,23.8,9.7,16.0,60,8.6,966.8,14.23,0
2022-12-07,24.9,10.5,16.7,50,13.5,966.1,14.32,0
2022-12-08,26.0,10.6,17.5,51,12.3,966.1,14.07,0
2022-12-09,25.3,11.0,17.7,54,8.7,964.9,13.95,0
2022-12-10,25.3,10.8,17.3,63,10.2,965.1,13.92,0
2022-12-11,26.4,12.6,18.1,59,11.3,965.8,13.9,0
2022-12-12,26.5,13.4,18.6,50,13.0,965.2,13.58,0
2022-12-13,26.0,14.2,18.6,39,15.8,966.9,13.77,0
2022-12-14,25.1,12.9,17.6,44,14.8,966.8,13.88,5
2022-12-15,24.1,11.3,16.2,44,11.7,965.4,14.19,8
2022-12-16,23.8,8.8,15.6,47,9.7,964.0,14.22,3
2022-12-17,24.4,8.7,15.8,60,9.6,965.5,14.13,0
2022-12-18,23.9,10.6,16.5,64,8.4,965.9,13.95,9
2022-12-19,23.9,12.1,16.7,61,9.0,964.7,13.75,49
2022-12-20,24.1,9.7,16.4,63,8.0,963.8,13.77,21
2022-12-21,22.9,11.2,16.0,64,13.9,964.7,13.39,14
2022-12-22,22.6,11.1,15.5,59,13.8,964.2,13.54,0
2022-12-23,21.3,10.3,14.9,61,14.8,963.2,13.55,0
2022-12-24,20.9,9.6,14.3,55,15.2,965.3,13.93,14
2022-12-25,19.7,6.6,12.5,51,12.0,966.1,14.12,27
2022-12-26,19.7,5.7,11.9,58,9.9,967.5,14.08,6
2022-12-27,22.2,6.8,13.5,56,10.5,968.0,14.04,1
2022-12-28,23.2,8.7,15.1,44,12.2,968.1,13.83,0
2022-12-29,23.4,10.7,16.3,50,10.9,968.1,13.56,3
2022-12-30,24.8,11.6,17.6,54,16.8,968.8,12.8,15
2022-12-31,21.8,10.3,14.8,60,18.2,969.5,14.27,3
2023-01-01,19.7,7.2,12.6,62,10.5,969.5,14.26,1
2023-01-02,19.1,7.2,12.2,72,8.5,970.0,14.03,3
2023-01-03,19.3,6.9,11.9,70,9.0,970.9,14.09,6
2023-01-04,18.4,5.2,10.6,64,12.1,971.5,14.76,0
2023-01-05,18.5,3.2,9.5,73,9.0,972.1,14.77,1
2023-01-06,18.2,3.6,9.4,74,9.8,972.5,13.81,25
2023-01-07,20.0,4.5,11.0,71,8.0,970.8,14.09,43
2023-01-08,23.0,6.6,13.9,64,9.9,968.6,14.69,2
2023-01-09,23.5,8.7,15.5,71,9.3,969.4,14.04,49
2023-01-10,23.8,8.9,15.4,68,11.0,968.6,14.22,7
2023-01-11,23.1,9.0,15.6,66,14.0,964.2,14.33,6
2023-01-12,23.5,12.7,17.3,73,10.2,961.7,13.02,39
2023-01-13,23.5,12.2,17.1,67,19.6,962.9,14.2,20
2023-01-14,18.2,8.1,12.6,55,13.0,966.6,15.49,1
2023-01-15,16.9,3.9,9.9,47,10.4,965.5,15.87,2
2023-01-16,17.9,3.5,10.4,40,9.9,966.0,15.69,0
2023-01-17,18.2,3.6,10.6,47,8.3,966.7,15.79,0
2023-01-18,18.6,4.6,11.0,44,10.6,968.1,15.52,0
2023-01-19,19.9,6.5,12.6,49,11.4,968.0,15.18,49
2023-01-20,20.2,8.6,13.5,60,16.3,966.3,15.24,28
2023-01-21,21.4,8.6,14.6,62,13.0,966.1,15.34,10
2023-01-22,20.6,10.9,15.4,67,15.1,965.2,12.59,32
2023-01-23,21.8,10.2,15.8,70,14.4,964.8,14.26,22
2023-01-24,21.8,11.7,16.3,82,14.3,963.7,13.58,25
2023-01-25,21.3,11.2,15.0,70,14.8,965.4,15.74,8
2023-01-26,20.4,9.8,14.0,52,15.2,968.0,16.51,3
2023-01-27,20.9,6.3,12.3,50,13.1,968.2,16.88,0
2023-01-28,22.0,6.3,13.7,45,11.2,965.1,17.0,3
2023-01-29,19.2,12.3,14.6,78,21.1,963.5,7.23,95
2023-01-30,19.6,11.5,15.0,84,16.7,966.7,12.69,55
2023-01-31,20.9,10.2,14.5,77,12.7,968.9,16.67,11
2023-02-01,21.8,8.1,13.7,68,15.6,968.3,17.34,0
2023-02-02,23.4,8.4,15.1,59,12.1,967.2,17.29,0
2023-02-03,24.3,8.7,15.6,57,10.2,966.7,17.27,0
2023-02-04,24.9,10.3,17.0,54,11.3,964.8,17.03,0
2023-02-05,25.7,11.5,18.0,54,10.1,963.3,17.15,0
2023-02-06,26.4,12.0,18.8,59,13.1,962.6,17.16,3
2023-02-07,25.4,12.7,18.0,50,16.3,963.0,17.85,0
2023-02-08,25.4,11.0,17.5,49,11.0,964.6,17.74,0
2023-02-09,26.3,10.7,18.4,54,16.6,963.2,17.59,2
2023-02-10,28.4,14.0,20.1,49,20.3,962.2,17.93,1
2023-02-11,27.7,16.0,20.5,45,13.6,964.7,18.32,0
2023-02-12,24.9,11.6,17.8,32,22.1,968.3,18.67,0
2023-02-13,24.3,9.8,16.1,27,17.1,967.7,18.88,0
2023-02-14,27.1,11.8,18.7,27,12.3,966.7,18.55,1
2023-02-15,29.9,14.8,21.0,29,16.4,964.7,18.84,0
2023-02-16,30.7,13.5,21.2,41,10.6,965.4,19.03,11
2023-02-17,29.9,14.4,21.1,56,10.0,966.5,19.13,10
2023-02-18,30.1,14.4,21.2,60,11.0,966.0,19.22,0
2023-02-19,29.7,14.1,21.6,57,10.5,965.0,19.38,16
2023-02-20,31.7,16.6,22.9,48,13.8,962.8,19.52,40
2023-02-21,31.4,18.5,23.6,33,15.5,962.6,19.34,14
2023-02-22,30.2,16.7,23.0,41,12.9,963.4,18.94,44
2023-02-23,29.7,16.1,22.2,46,11.6,964.1,19.33,15
2023-02-24,28.6,16.6,22.3,40,11.9,966.0,17.11,78
2023-02-25,29.8,15.7,22.5,46,9.8,967.1,19.75,1
2023-02-26,29.8,15.0,22.8,45,9.8,968.6,19.38,25
2023-02-27,30.3,16.9,23.0,43,11.4,968.3,19.57,23
2023-02-28,30.0,17.2,23.4,42,17.7,968.0,19.48,5
2023-03-01,29.0,16.9,22.6,48,17.4,969.0,18.51,15
2023-03-02,31.0,16.8,23.6,44,15.5,969.5,19.87,7
2023-03-03,31.4,17.1,23.8,47,13.0,970.1,19.86,11
2023-03-04,31.1,19.1,23.7,47,12.2,970.4,18.04,29
2023-03-05,30.6,16.7,23.4,47,13.5,969.3,20.11,16
2023-03-06,30.3,16.4,23.0,45,14.7,967.2,20.47,38
2023-03-07,29.8,16.0,22.6,46,11.1,966.7,19.07,69
2023-03-08,25.2,16.7,21.1,48,12.0,967.7,16.34,45
2023-03-09,28.6,15.6,21.1,57,14.7,967.6,17.72,18
2023-03-10,29.9,15.8,22.2,50,11.9,967.1,21.33,1
2023-03-11,30.0,16.1,22.9,46,10.0,966.7,21.49,5
2023-03-12,31.5,17.9,24.8,40,8.9,966.1,21.28,46
2023-03-13,32.4,19.6,25.1,42,10.2,964.8,18.23,75
2023-03-14,32.9,17.5,24.6,41,14.2,962.2,20.15,22
2023-03-15,31.9,18.2,24.9,37,16.3,960.9,17.64,85
2023-03-16,30.0,20.7,24.4,39,14.4,961.9,16.49,69
2023-03-17,30.5,18.4,22.6,54,28.0,962.9,19.23,51
2023-03-18,27.7,16.1,21.5,66,19.8,961.5,20.61,55
2023-03-19,27.8,16.7,20.5,75,16.6,959.8,18.64,54
2023-03-20,25.0,15.7,19.1,77,20.8,958.8,15.42,72
2023-03-21,28.3,13.9,20.8,65,12.7,959.7,21.6,5
2023-03-22,28.1,15.2,20.5,68,16.5,961.7,19.58,47
2023-03-23,29.3,16.5,22.4,58,11.5,960.8,19.73,49
2023-03-24,29.5,17.9,22.9,61,14.1,959.9,20.17,41
2023-03-25,29.8,16.5,23.1,52,11.0,962.3,21.09,23
2023-03-26,28.8,17.8,22.8,52,15.4,962.5,20.24,22
2023-03-27,30.2,17.8,23.5,38,18.5,962.1,22.87,12
2023-03-28,31.7,16.3,24.5,35,15.5,961.8,23.5,21
2023-03-29,32.0,18.2,25.1,38,14.2,961.8,19.22,36
2023-03-30,31.4,18.5,23.6,50,25.2,960.3,17.78,58
2023-03-31,26.9,16.2,19.9,79,20.7,959.7,18.69,43
2023-04-01,28.1,15.2,21.3,68,15.6,960.5,21.45,28
2023-04-02,30.4,16.5,23.1,54,18.8,960.3,19.84,15
2023-04-03,32.5,17.7,25.7,38,24.8,958.8,22.26,11
2023-04-04,31.2,18.6,24.8,44,15.2,960.8,22.88,5
2023-04-05,32.5,19.4,25.2,40,12.2,961.5,22.53,10
2023-04-06,31.2,19.5,25.1,35,19.0,963.6,22.59,12
2023-04-07,33.8,20.5,26.6,27,15.3,965.4,21.62,28
2023-04-08,33.5,19.3,26.8,24,13.4,966.1,22.8,50
2023-04-09,34.8,19.8,27.1,22,14.8,966.0,24.11,2
2023-04-10,35.5,19.6,27.6,19,17.3,964.5,24.33,52
2023-04-11,37.0,21.1,28.7,23,14.4,964.2,23.58,38
2023-04-12,36.1,22.5,29.3,24,16.4,963.8,22.62,32
2023-04-13,36.9,22.6,29.9,26,10.7,962.4,23.36,63
2023-04-14,37.9,24.1,30.7,25,16.6,961.3,21.68,56
2023-04-15,38.8,24.1,31.3,23,12.1,961.1,23.53,14
2023-04-16,37.5,24.0,31.3,24,14.5,960.2,22.25,16
2023-04-17,38.1,23.7,31.2,24,16.6,960.3,24.35,14
2023-04-18,39.3,25.6,32.4,21,18.7,961.6,23.91,5
2023-04-19,37.3,26.0,31.6,24,24.1,959.0,22.88,62
2023-04-20,35.5,25.3,30.3,25,26.0,956.0,21.9,83
2023-04-21,35.6,22.6,29.4,15,20.4,956.4,25.3,10
2023-04-22,36.2,22.0,28.8,18,17.9,956.9,24.36,9
2023-04-23,33.1,21.9,26.7,23,27.0,958.2,21.46,26
2023-04-24,32.2,18.7,25.7,31,13.8,961.5,23.11,7
2023-04-25,33.8,20.0,26.8,33,13.2,962.8,24.37,50
2023-04-26,35.0,21.4,28.1,29,14.2,960.5,23.21,70
2023-04-27,35.4,22.1,28.3,38,22.0,960.1,22.63,63
2023-04-28,33.3,22.5,26.6,43,22.6,961.0,17.88,94
2023-04-29,30.1,21.7,25.3,51,19.6,960.1,16.65,96
2023-04-30,29.9,19.1,23.2,66,9.0,958.8,16.36,81
2023-05-01,28.5,18.2,22.4,76,15.4,958.3,19.96,65
2023-05-02,31.4,17.9,24.4,65,12.8,959.7,22.71,26
2023-05-03,31.7,19.4,24.5,65,22.7,961.4,19.96,18
2023-05-04,32.3,19.0,25.5,59,9.4,961.0,21.13,32
2023-05-05,35.1,19.8,27.8,46,13.5,960.0,22.0,22
2023-05-06,36.8,22.3,29.6,36,22.9,958.8,22.12,14
2023-05-07,38.2,22.0,30.4,31,16.6,958.0,21.89,17
2023-05-08,38.5,24.5,31.5,21,21.6,957.2,24.99,3
2023-05-09,39.2,24.6,31.6,14,19.9,959.6,25.12,0
2023-05-10,38.9,22.5,30.7,15,23.4,959.5,25.01,0
2023-05-11,40.4,22.4,31.5,15,18.3,959.7,24.9,0
2023-05-12,42.3,24.0,33.6,16,23.5,958.8,23.46,11
2023-05-13,43.4,26.6,35.5,13,21.1,957.6,23.55,16
2023-05-14,42.0,27.9,34.5,18,22.8,955.6,21.72,33
2023-05-15,40.9,25.8,33.7,22,21.9,955.5,22.66,19
2023-05-16,38.5,28.6,33.1,31,25.2,957.8,19.49,25
2023-05-17,39.4,27.9,33.6,29,20.8,958.9,20.56,20
2023-05-18,38.4,26.0,31.9,29,16.9,961.4,22.23,13
2023-05-19,39.9,25.6,32.9,26,18.2,959.9,23.63,2
2023-05-20,41.5,25.6,34.2,19,21.3,958.0,23.96,3
2023-05-21,42.5,31.0,35.9,19,22.0,958.7,21.35,17
2023-05-22,42.1,30.3,35.9,22,24.4,959.4,23.04,12
2023-05-23,41.3,30.7,35.5,25,19.3,959.5,21.77,64
2023-05-24,36.9,23.5,28.9,54,17.3,958.4,11.33,75
2023-05-25,34.4,24.2,28.2,58,22.0,957.5,18.62,50
2023-05-26,34.1,20.8,27.5,61,18.5,958.2,22.51,27
2023-05-27,33.3,21.3,27.4,64,29.0,957.6,19.75,30
2023-05-28,35.7,21.4,28.5,60,28.3,958.9,20.71,72
2023-05-29,32.5,23.6,27.7,58,16.6,959.8,20.32,65
2023-05-30,35.5,22.7,28.4,54,19.5,960.1,22.34,29
2023-05-31,32.1,20.9,26.7,57,19.9,959.6,21.76,11
2023-06-01,35.6,22.2,28.1,52,18.8,958.7,22.56,22
2023-06-02,33.4,21.1,27.8,62,18.7,958.4,21.39,22
2023-06-03,36.5,24.0,29.2,56,23.9,958.3,20.27,59
2023-06-04,35.4,23.2,29.3,49,14.4,958.3,21.29,34
2023-06-05,36.1,24.1,30.3,46,14.9,957.4,22.71,5
2023-06-06,38.1,24.1,31.3,38,26.0,957.0,22.35,7
2023-06-07,39.0,25.4,32.1,32,14.7,956.8,23.61,2
2023-06-08,37.9,26.4,32.0,38,24.3,956.9,19.71,18
2023-06-09,39.2,27.9,33.2,40,20.9,954.6,21.51,8
2023-06-10,39.0,28.9,33.5,40,26.0,953.5,22.81,3
2023-06-11,39.2,28.4,33.6,43,22.0,953.5,22.36,10
2023-06-12,39.5,29.7,34.4,34,21.9,953.6,22.73,6
2023-06-13,39.6,30.1,34.7,35,20.6,953.8,21.92,9
2023-06-14,38.7,30.2,33.9,41,24.5,954.7,22.75,4
2023-06-15,38.3,29.7,32.9,46,21.6,955.3,21.64,32
2023-06-16,34.7,27.6,31.0,54,20.5,954.8,16.18,50
2023-06-17,34.6,26.0,29.1,65,22.3,954.1,15.22,77
2023-06-18,31.1,24.6,26.8,78,29.7,952.0,9.71,88
2023-06-19,30.4,24.4,25.7,88,27.5,950.6,6.03,91
2023-06-20,33.0,23.0,27.1,82,22.1,953.0,18.62,55
2023-06-21,34.9,25.4,29.8,71,22.0,954.1,22.27,72
2023-06-22,35.2,27.0,31.1,63,21.9,954.4,20.03,95
2023-06-23,35.9,27.4,31.5,61,21.7,954.3,19.82,97
2023-06-24,37.8,27.5,31.5,61,20.9,953.2,21.36,92
2023-06-25,32.0,26.2,28.9,71,20.6,953.6,12.18,100
2023-06-26,33.4,25.1,27.9,78,9.7,954.2,16.33,94
2023-06-27,33.8,25.0,28.7,74,11.4,953.5,18.54,93
2023-06-28,34.0,25.1,29.1,74,11.2,954.3,20.08,74
2023-06-29,32.0,24.9,27.0,85,12.6,953.6,16.31,91
2023-06-30,32.9,24.5,27.4,84,13.2,952.4,15.25,90
2023-07-01,34.1,25.0,29.0,76,18.2,953.2,21.22,61
2023-07-02,34.1,25.3,29.5,73,23.3,954.6,21.18,86
2023-07-03,35.6,26.3,30.7,67,14.6,954.2,21.82,52
2023-07-04,36.5,26.2,30.3,71,22.1,952.3,22.39,29
2023-07-05,35.0,25.3,29.3,77,21.0,951.5,21.05,74
2023-07-06,34.0,25.7,29.4,74,13.3,953.2,19.18,88
2023-07-07,33.4,26.1,29.1,77,10.1,953.9,18.73,98
2023-07-08,32.5,25.3,27.9,83,12.1,953.7,18.71,89
2023-07-09,32.3,24.8,27.1,87,8.7,953.3,16.71,96
2023-07-10,30.5,24.6,26.9,88,9.0,953.4,13.76,93
2023-07-11,34.2,25.1,29.1,76,15.3,953.8,21.61,76
2023-07-12,34.6,25.4,29.8,74,13.6,953.3,21.65,92
2023-07-13,34.1,26.3,29.5,76,18.1,953.6,18.05,98
2023-07-14,33.6,26.2,29.1,77,19.7,954.8,21.41,73
2023-07-15,33.1,25.9,28.6,80,17.5,954.8,16.9,98
2023-07-16,31.1,25.1,26.8,89,17.9,954.6,13.44,96
2023-07-17,33.1,25.2,28.7,81,14.3,953.6,20.48,99
2023-07-18,32.6,25.3,28.2,83,10.5,952.8,17.77,96
2023-07-19,32.7,25.6,28.9,81,13.3,952.4,19.91,89
2023-07-20,34.5,26.6,30.4,75,13.9,952.5,23.04,16
2023-07-21,34.7,27.6,31.0,70,17.6,954.0,22.72,72
2023-07-22,34.3,26.6,30.6,71,20.9,955.6,22.44,77
2023-07-23,33.1,25.5,29.3,76,24.9,955.4,20.4,71
2023-07-24,33.6,26.7,29.5,78,17.0,954.0,19.07,60
2023-07-25,33.0,24.8,28.6,83,10.2,954.6,18.78,98
2023-07-26,32.4,25.0,28.3,82,8.4,956.2,17.85,95
2023-07-27,32.2,25.0,27.7,85,9.8,955.6,18.91,100
2023-07-28,32.2,25.6,28.0,83,18.7,953.9,19.3,99
2023-07-29,27.8,24.0,25.6,91,16.2,953.7,9.55,96
2023-07-30,31.6,23.8,26.9,83,18.4,953.3,17.06,60
2023-07-31,31.8,25.3,28.1,79,18.4,953.1,22.06,22
2023-08-01,32.9,25.2,28.6,78,15.9,952.4,21.38,48
2023-08-02,32.8,25.7,29.2,74,21.7,952.7,22.22,74
2023-08-03,32.7,25.8,29.0,71,19.9,952.8,21.51,86
2023-08-04,32.0,26.0,27.8,80,17.9,954.4,12.35,100
2023-08-05,32.7,26.3,29.3,71,17.6,956.1,18.51,98
2023-08-06,33.2,25.9,29.0,69,21.2,954.2,21.51,81
2023-08-07,31.9,25.1,28.0,71,23.6,952.2,17.85,86
2023-08-08,32.7,24.5,28.1,70,22.4,953.6,20.42,90
2023-08-09,32.6,24.8,28.2,70,21.0,956.6,22.18,83
2023-08-10,32.5,24.6,28.3,69,18.0,957.6,20.06,83
2023-08-11,33.1,24.8,28.7,66,14.8,957.7,22.02,59
2023-08-12,33.2,24.9,28.8,63,19.3,956.2,21.62,76
2023-08-13,32.1,25.4,28.0,69,18.0,954.2,15.4,99
2023-08-14,30.6,24.6,27.6,73,10.9,956.3,15.88,99
2023-08-15,33.5,24.7,28.5,73,13.3,957.2,20.03,69
2023-08-16,34.2,25.9,29.3,67,16.1,957.4,17.99,39
2023-08-17,34.3,25.9,29.8,62,17.8,957.0,23.47,45
2023-08-18,34.3,25.3,29.5,64,17.9,956.6,23.34,71
2023-08-19,33.4,26.3,29.3,69,15.0,956.0,19.2,66
2023-08-20,34.7,26.5,29.6,77,15.3,956.2,21.36,66
2023-08-21,34.5,26.0,29.9,77,12.5,955.8,21.5,72
2023-08-22,35.5,27.1,29.7,78,16.2,954.9,17.41,100
2023-08-23,31.1,26.4,28.4,71,19.4,954.1,13.3,100
2023-08-24,31.4,25.1,27.7,66,18.4,953.4,15.85,98
2023-08-25,31.4,24.5,27.6,67,17.4,953.8,20.19,70
2023-08-26,33.0,24.3,28.0,64,18.9,955.5,22.2,29
2023-08-27,32.6,23.4,27.9,59,20.2,955.9,22.53,15
2023-08-28,33.2,25.0,28.6,60,19.4,955.5,23.39,6
2023-08-29,33.1,24.3,28.6,60,18.9,957.5,23.15,5
2023-08-30,33.9,24.6,28.3,68,15.5,959.0,20.96,15
2023-08-31,34.7,24.2,29.6,60,17.8,959.4,22.2,12
2023-09-01,35.3,26.4,30.7,50,17.6,959.4,22.4,11
2023-09-02,35.4,26.7,30.6,48,20.9,958.5,22.96,2
2023-09-03,35.1,25.8,29.9,47,20.3,957.4,23.67,0
2023-09-04,35.2,26.0,30.5,48,21.3,956.5,22.64,7
2023-09-05,36.1,26.1,30.4,51,20.3,956.5,21.89,16
2023-09-06,35.0,25.4,29.0,70,21.1,957.2,21.78,19
2023-09-07,34.5,24.4,29.0,69,16.8,956.9,21.39,26
2023-09-08,34.4,25.9,29.4,70,16.8,956.4,20.56,44
2023-09-09,33.5,24.7,27.7,77,21.9,955.3,19.18,68
2023-09-10,33.9,24.6,27.9,76,20.6,953.6,19.72,60
2023-09-11,33.2,23.9,28.0,77,14.4,954.2,19.31,34
2023-09-12,32.7,24.7,28.7,71,13.6,955.2,20.04,21
2023-09-13,32.9,24.4,28.4,76,12.4,955.5,17.57,47
2023-09-14,33.2,25.7,28.3,78,12.2,956.6,18.55,63
2023-09-15,33.2,24.5,28.9,77,15.6,956.9,20.11,69
2023-09-16,29.9,25.2,27.7,80,27.9,955.1,15.88,81
2023-09-17,29.4,23.8,25.9,83,28.7,952.9,16.17,80
2023-09-18,29.5,23.1,25.6,78,26.0,954.2,11.26,78
2023-09-19,31.7,23.8,27.4,75,16.9,957.7,20.17,25
2023-09-20,32.7,24.3,28.5,73,7.3,958.7,19.71,10
2023-09-21,33.2,25.6,28.5,75,13.4,958.6,20.04,52
2023-09-22,33.2,24.9,28.4,75,12.3,958.7,17.48,65
2023-09-23,31.5,24.8,27.4,76,18.8,959.1,17.18,56
2023-09-24,33.8,24.6,28.1,70,23.3,958.9,19.25,17
2023-09-25,32.4,23.6,27.6,71,10.1,958.8,18.46,12
2023-09-26,33.1,24.0,27.9,72,9.8,959.9,19.12,19
2023-09-27,33.5,23.8,28.5,60,10.5,959.7,19.85,8
2023-09-28,34.2,22.5,27.5,46,9.7,959.2,21.6,27
2023-09-29,34.7,21.2,27.8,38,11.7,959.0,21.57,15
2023-09-30,35.7,21.9,28.2,40,13.0,959.0,21.36,11
2023-10-01,34.6,21.5,27.4,41,11.4,958.5,21.33,46
2023-10-02,35.4,20.7,27.5,37,15.0,959.2,20.71,10
2023-10-03,34.3,20.9,27.3,34,14.0,960.5,21.03,13
2023-10-04,35.1,20.3,27.1,32,14.9,960.7,21.15,0
2023-10-05,35.5,20.2,27.7,37,19.9,960.1,20.83,1
2023-10-06,35.6,23.3,28.6,39,19.4,959.4,20.41,0
2023-10-07,35.3,23.5,28.9,45,17.4,960.5,20.17,0
2023-10-08,35.0,23.8,29.0,47,19.1,961.6,19.86,0
2023-10-09,34.8,24.5,29.1,47,20.5,962.4,19.75,0
2023-10-10,33.9,23.4,28.6,49,15.2,962.7,18.37,5
2023-10-11,34.8,22.5,28.0,38,13.8,963.1,19.87,0
2023-10-12,34.5,21.0,27.5,37,11.4,964.1,19.56,1
2023-10-13,34.9,22.3,28.3,40,11.0,964.8,19.22,1
2023-10-14,34.6,22.8,29.0,36,11.7,964.3,17.48,17
2023-10-15,33.5,22.1,27.7,40,14.2,962.2,16.85,46
2023-10-16,32.9,21.6,26.0,44,19.1,962.9,15.5,64
2023-10-17,30.8,20.0,23.8,62,16.1,965.7,17.01,23
2023-10-18,30.1,18.5,24.1,50,10.7,966.7,16.79,15
2023-10-19,31.3,17.1,24.0,48,11.4,966.5,18.59,0
2023-10-20,31.6,19.3,25.1,43,10.7,966.8,17.37,4
2023-10-21,32.1,19.4,25.5,44,10.6,966.9,16.71,8
2023-10-22,32.4,20.0,25.5,42,12.6,967.3,17.29,7
2023-10-23,31.5,19.2,25.1,40,13.8,966.2,17.15,5
2023-10-24,31.3,17.9,24.2,41,14.5,965.7,17.1,4
2023-10-25,31.3,17.3,24.5,41,16.6,966.5,17.05,5
2023-10-26,31.7,18.3,24.3,38,19.2,966.1,17.93,0
2023-10-27,31.4,16.7,23.9,39,9.9,965.2,17.68,29
2023-10-28,31.3,19.3,24.7,42,8.3,965.2,13.56,79
2023-10-29,32.9,19.5,25.9,41,13.6,965.3,17.23,24
2023-10-30,32.6,18.9,25.3,43,11.5,965.7,16.51,19
2023-10-31,32.9,19.2,25.5,41,12.0,966.8,16.76,32
2023-11-01,31.6,19.2,24.9,47,10.9,967.5,16.37,3
2023-11-02,31.4,18.5,24.7,41,12.2,966.1,16.0,5
2023-11-03,31.7,19.6,25.0,37,15.5,964.0,15.74,5
2023-11-04,30.7,17.1,23.6,45,10.0,964.2,14.4,48
2023-11-05,31.0,19.2,24.6,40,13.4,965.5,15.0,7
2023-11-06,30.6,18.1,24.2,42,12.5,966.7,14.76,8
2023-11-07,31.4,17.6,24.1,42,9.8,966.1,15.66,4
